"id","election_year","state","date","days_till_election","dem_plus_minus","running_average","weighted_running_average","hist_dem_prob","actual","actual_dem_margin","actual_binary_dem","prediction","mean","sd","nearest_neighbor_value","final_prediction_ind"
13260,"2012","MA",2012-03-18,233,23,17.625,18.8524212144504,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
13398,"2012","MA",2012-03-27,224,16,17.4444444444444,17.5403397027601,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
13505,"2012","MA",2012-04-09,211,11,16.8,16.1145867632532,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
13718,"2012","MA",2012-05-07,183,21,17.1818181818182,17.7605590062112,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
13887,"2012","MA",2012-05-22,168,25,17.8333333333333,19.1151121605667,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
13985,"2012","MA",2012-05-31,159,17,17.7692307692308,18.1322244149986,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
14195,"2012","MA",2012-06-24,135,16,17.6428571428571,17.7455187398153,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
14738,"2012","MA",2012-08-19,79,16,17.5333333333333,17.7343791544802,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
14792,"2012","MA",2012-08-21,77,11,17.125,16.6985409067223,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
14954,"2012","MA",2012-09-09,58,16,17.0588235294118,17.0266940451745,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15101,"2012","MA",2012-09-13,54,22,17.3333333333333,18.0326582278481,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15222,"2012","MA",2012-09-14,53,16,17.2631578947368,17.41343992006,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15092,"2012","MA",2012-09-16,51,25,17.65,18.7577701036014,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15145,"2012","MA",2012-09-17,50,24,17.952380952381,19.1384015594542,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15329,"2012","MA",2012-09-24,43,15,17.8181818181818,17.9184952978056,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15413,"2012","MA",2012-09-27,40,27,18.2173913043478,19.6307618820158,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15510,"2012","MA",2012-09-30,37,26,18.5416666666667,20.3257575757576,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15620,"2012","MA",2012-10-07,30,16,18.44,19.0963798777621,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15638,"2012","MA",2012-10-08,29,21,18.5384615384615,19.5998132150362,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15831,"2012","MA",2012-10-10,27,15,18.4074074074074,18.8955916473318,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15712,"2012","MA",2012-10-11,26,17,18.3571428571429,18.8466328413284,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
15898,"2012","MA",2012-10-16,21,18,18.3448275862069,18.9997704842782,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16034,"2012","MA",2012-10-21,16,16,18.2666666666667,18.721472673222,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16103,"2012","MA",2012-10-22,15,20,18.3225806451613,19.1205560619872,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16361,"2012","MA",2012-10-25,12,19,18.34375,19.0981818181818,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16276,"2012","MA",2012-10-28,9,23,18.4848484848485,19.7006123837605,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16543,"2012","MA",2012-11-01,5,18,18.4705882352941,19.1003624830086,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16484,"2012","MA",2012-11-02,4,15,18.3714285714286,18.4468085106383,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,0
16576,"2012","MA",2012-11-03,3,20,18.4166666666667,18.9249038679032,0.8,"D",23.14,"1","prob_weighted_rep",NA,NA,NA,1
10687,"2012","MO",2010-12-01,706,-6,-6,-6,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
11045,"2012","MO",2011-03-06,611,-1,-3.5,-3.31966590736522,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
11332,"2012","MO",2011-05-01,555,-2,-3,-2.85950854700855,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
12586,"2012","MO",2011-11-09,363,-3,-3,-2.717225950783,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
12708,"2012","MO",2012-01-29,282,0,-2.4,-1.98569725864124,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
13249,"2012","MO",2012-03-15,236,-9,-3.5,-3.79331638212859,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
13574,"2012","MO",2012-04-17,203,-3,-3.42857142857143,-3.62787550744249,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
13958,"2012","MO",2012-05-27,163,1,-2.875,-2.76402693170888,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14044,"2012","MO",2012-06-07,152,-7,-3.33333333333333,-3.50107000917151,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14457,"2012","MO",2012-07-24,105,-9,-3.9,-4.5675355450237,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14495,"2012","MO",2012-07-25,104,-9,-4.36363636363636,-5.70890804597701,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14510,"2012","MO",2012-07-30,99,-6,-4.5,-5.83626711371892,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14646,"2012","MO",2012-08-08,90,-1,-4.23076923076923,-4.79967293540474,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14630,"2012","MO",2012-08-12,86,-1,-4,-3.96111850865513,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14749,"2012","MO",2012-08-20,78,-10,-4.4,-4.89329506913645,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14759,"2012","MO",2012-08-22,76,1,-4.0625,-3.88360194423126,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14770,"2012","MO",2012-08-23,75,-12,-4.52941176470588,-5.48895582329317,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14838,"2012","MO",2012-08-29,69,-12,-4.94444444444444,-6.43054527510486,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
14997,"2012","MO",2012-09-11,56,-11,-5.26315789473684,-7.39863713798978,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15225,"2012","MO",2012-09-14,53,-7,-5.35,-7.25997116770783,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15341,"2012","MO",2012-09-20,47,-6,-5.38095238095238,-6.89950106913756,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15455,"2012","MO",2012-09-27,40,-3,-5.27272727272727,-6.08966815721346,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15546,"2012","MO",2012-10-01,36,-10,-5.47826086956522,-6.69848308051342,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15514,"2012","MO",2012-10-02,35,-3,-5.375,-5.96875,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15497,"2012","MO",2012-10-03,34,-6,-5.4,-6.11460725769407,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15864,"2012","MO",2012-10-11,26,-10,-5.57692307692308,-6.58607305936073,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15813,"2012","MO",2012-10-13,24,-14,-5.88888888888889,-7.80653950953678,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
15947,"2012","MO",2012-10-17,20,-11,-6.07142857142857,-8.37726039783002,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
16009,"2012","MO",2012-10-21,16,-6,-6.06896551724138,-8.00202702702703,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
16218,"2012","MO",2012-10-25,12,-13,-6.3,-8.63387241689128,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
16395,"2012","MO",2012-10-30,7,-12,-6.48387096774194,-9.07423189055842,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,0
16550,"2012","MO",2012-11-03,3,-9,-6.5625,-9.10376512774541,0.3,"R",-9.38,"0","prob_weighted_rep",NA,NA,NA,1
10700,"2012","MI",2010-12-06,701,4,4,4,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
12531,"2012","MI",2011-10-14,389,11,7.5,8.50183486238532,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
12530,"2012","MI",2011-11-16,356,-5,3.33333333333333,1.52005532503458,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
12648,"2012","MI",2012-01-25,286,8,4.5,5.03637413394919,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
12849,"2012","MI",2012-02-12,268,16,6.8,8.383,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
12991,"2012","MI",2012-02-20,260,18,8.66666666666667,10.729203539823,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
13423,"2012","MI",2012-03-19,232,7,8.42857142857143,8.96508828250401,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
13486,"2012","MI",2012-04-03,217,4,7.875,7.66888150609081,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
13780,"2012","MI",2012-05-11,179,5,7.55555555555556,7.27562326869806,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
13929,"2012","MI",2012-05-27,163,14,8.2,9.03343166175025,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14031,"2012","MI",2012-06-05,154,-1,7.36363636363636,6.61060842433697,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14092,"2012","MI",2012-06-12,147,2,6.91666666666667,6.22494033412888,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14097,"2012","MI",2012-06-14,145,8,7,6.73119816985988,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14131,"2012","MI",2012-06-18,141,0,6.5,5.36641011544805,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14204,"2012","MI",2012-06-25,134,4,6.33333333333333,5.5177624602333,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14431,"2012","MI",2012-07-23,106,6,6.3125,5.67122227952553,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14522,"2012","MI",2012-07-31,98,6,6.29411764705882,5.79502012072435,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14682,"2012","MI",2012-08-13,85,5,6.22222222222222,5.72223590248707,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14716,"2012","MI",2012-08-16,82,-4,5.68421052631579,4.13565049481052,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14746,"2012","MI",2012-08-20,78,6,5.7,4.94290452499408,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14783,"2012","MI",2012-08-23,75,0,5.42857142857143,4.0104748603352,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14848,"2012","MI",2012-08-28,70,3,5.31818181818182,4.1749885478699,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14871,"2012","MI",2012-09-02,65,7,5.39130434782609,4.66802076280749,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
14992,"2012","MI",2012-09-11,56,10,5.58333333333333,5.39068419879652,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15058,"2012","MI",2012-09-12,55,1,5.4,4.44671950682519,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15098,"2012","MI",2012-09-14,53,7,5.46153846153846,5.01828073993471,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15166,"2012","MI",2012-09-17,50,14,5.77777777777778,6.25941872981701,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15143,"2012","MI",2012-09-18,49,8,5.85714285714286,6.13762249680443,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15396,"2012","MI",2012-09-19,48,9,5.96551724137931,6.48797975537748,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15267,"2012","MI",2012-09-20,47,12,6.16666666666667,7.08686573397369,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15377,"2012","MI",2012-09-22,45,4,6.09677419354839,6.36594952420356,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15421,"2012","MI",2012-09-27,40,12,6.28125,7.25174394747641,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15606,"2012","MI",2012-10-05,32,3,6.18181818181818,6.34834896045658,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15605,"2012","MI",2012-10-06,31,3,6.08823529411765,6.11788535547904,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15688,"2012","MI",2012-10-08,29,4,6.02857142857143,5.92207007652034,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15929,"2012","MI",2012-10-10,27,3,5.94444444444444,5.64009613458842,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15751,"2012","MI",2012-10-11,26,9,6.02702702702703,6.27375971309026,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
15934,"2012","MI",2012-10-17,20,6,6.02631578947368,6.06429847191903,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16007,"2012","MI",2012-10-20,17,9,6.1025641025641,6.49129746835443,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16167,"2012","MI",2012-10-23,14,0,5.95,5.45680473372781,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16358,"2012","MI",2012-10-29,8,5,5.92682926829268,5.67290271760536,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16390,"2012","MI",2012-10-31,6,8,5.97619047619048,6.01553894571204,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16461,"2012","MI",2012-11-01,5,6,5.97674418604651,5.96659461583808,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16547,"2012","MI",2012-11-02,4,-1,5.81818181818182,5.01197722364029,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16502,"2012","MI",2012-11-03,3,6,5.82222222222222,5.35419937205651,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,0
16684,"2012","MI",2012-11-04,2,5,5.80434782608696,5.26363279717536,0.6,"D",9.5,"1","prob_weighted_rep",NA,NA,NA,1
10795,"2012","PA",2011-01-05,671,4,4,4,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
11186,"2012","PA",2011-04-10,576,1,2.5,2.38572574178027,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
11554,"2012","PA",2011-07-05,490,0,1.66666666666667,1.45998848589522,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12552,"2012","PA",2011-10-30,373,9,3.5,3.80142180094787,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12550,"2012","PA",2011-11-07,365,1,3,3.10626262626263,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12549,"2012","PA",2011-11-10,362,0,2.5,2.39654564681001,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12168,"2012","PA",2011-11-20,352,0,2.14285714285714,1.76136719974914,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12548,"2012","PA",2011-12-05,337,3,2.25,2.09047078842881,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12251,"2012","PA",2011-12-07,335,4,2.44444444444444,2.51541051541052,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13432,"2012","PA",2012-01-22,289,11,3.3,3.8978313253012,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
12835,"2012","PA",2012-02-06,274,-2,2.81818181818182,2.90302893309222,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13150,"2012","PA",2012-02-20,260,8,3.25,3.59927412467976,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13149,"2012","PA",2012-02-21,259,11,3.84615384615385,4.42848472587497,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13151,"2012","PA",2012-02-23,257,1,3.64285714285714,3.98884615384615,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13252,"2012","PA",2012-03-11,240,7,3.86666666666667,4.25533088235294,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13251,"2012","PA",2012-03-12,239,6,4,4.37735516816341,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13370,"2012","PA",2012-03-26,225,3,3.94117647058824,4.2520325203252,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13591,"2012","PA",2012-04-01,219,5,4,4.29593336599706,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13678,"2012","PA",2012-05-01,189,8,4.21052631578947,4.62484157160963,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13866,"2012","PA",2012-05-20,170,8,4.4,4.99753162604135,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
13876,"2012","PA",2012-05-21,169,6,4.47619047619048,5.05863779882724,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14014,"2012","PA",2012-06-04,155,12,4.81818181818182,5.6253305906553,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14067,"2012","PA",2012-06-10,149,6,4.8695652173913,5.58648454349389,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14189,"2012","PA",2012-06-25,134,6,4.91666666666667,5.58033573141487,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14323,"2012","PA",2012-07-03,126,9,5.08,5.85280665280665,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14295,"2012","PA",2012-07-10,119,7,5.15384615384615,5.95486773929643,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14401,"2012","PA",2012-07-18,111,4,5.11111111111111,5.77273337810611,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14444,"2012","PA",2012-07-23,106,4,5.07142857142857,5.58575023175738,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14521,"2012","PA",2012-07-30,99,11,5.27586206896552,6.07581699346405,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14673,"2012","PA",2012-08-12,86,5,5.26666666666667,6.02223371251293,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14748,"2012","PA",2012-08-22,76,9,5.38709677419355,6.2405273937532,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
14787,"2012","PA",2012-08-23,75,9,5.5,6.43184987954862,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15076,"2012","PA",2012-09-12,55,11,5.66666666666667,6.81113069755729,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15180,"2012","PA",2012-09-14,53,9,5.76470588235294,6.93846153846154,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15114,"2012","PA",2012-09-16,51,9,5.85714285714286,7.08699975142928,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15203,"2012","PA",2012-09-17,50,1,5.72222222222222,6.52223320158103,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15157,"2012","PA",2012-09-18,49,9,5.81081081081081,6.78182934315531,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15232,"2012","PA",2012-09-19,48,12,5.97368421052632,7.21274258513365,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15264,"2012","PA",2012-09-20,47,5,5.94871794871795,7.08434466019417,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15323,"2012","PA",2012-09-23,44,9,6.025,7.19302269435056,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15315,"2012","PA",2012-09-24,43,12,6.17073170731707,7.5299627717065,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15384,"2012","PA",2012-09-26,41,7,6.19047619047619,7.45853250478011,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15617,"2012","PA",2012-10-05,32,3,6.11627906976744,7.06642857142857,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15599,"2012","PA",2012-10-06,31,2,6.02272727272727,6.64061202704306,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15692,"2012","PA",2012-10-08,29,5,6,6.59917257683215,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15654,"2012","PA",2012-10-09,28,5,5.97826086956522,6.59990574929312,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15858,"2012","PA",2012-10-11,26,7,6,6.68757340850364,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15940,"2012","PA",2012-10-13,24,-4,5.79166666666667,5.87362379948466,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
15800,"2012","PA",2012-10-14,23,5,5.77551020408163,5.87267842541759,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16029,"2012","PA",2012-10-15,22,4,5.74,5.77082605149715,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16018,"2012","PA",2012-10-20,17,10,5.82352941176471,6.1943023255814,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16015,"2012","PA",2012-10-21,16,4,5.78846153846154,5.99605385329619,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16155,"2012","PA",2012-10-24,13,5,5.77358490566038,5.9449530652451,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16212,"2012","PA",2012-10-25,12,6,5.77777777777778,5.90880685105891,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16348,"2012","PA",2012-10-28,9,4,5.74545454545455,5.78682080924855,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16604,"2012","PA",2012-10-30,7,3,5.69642857142857,5.55307843363752,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16537,"2012","PA",2012-10-31,6,0,5.59649122807018,5.17384277963754,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16529,"2012","PA",2012-11-03,3,6,5.60344827586207,5.29009923840295,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,0
16628,"2012","PA",2012-11-04,2,4,5.57627118644068,5.24030918320258,0.7,"D",5.38,"1","prob_weighted_rep",NA,NA,NA,1
10799,"2012","NV",2011-01-05,671,1,1,1,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
11256,"2012","NV",2011-04-24,562,-3,-1,-1.17680454176805,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
12041,"2012","NV",2011-10-23,380,0,-0.666666666666667,-0.809671419714817,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
12690,"2012","NV",2011-12-20,322,6,1,1.6578811369509,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
13272,"2012","NV",2012-03-19,232,6,2,3.07521919704661,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
13430,"2012","NV",2012-04-01,219,8,3,4.418692372171,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
13659,"2012","NV",2012-04-30,190,8,3.71428571428571,5.28299689440994,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
13961,"2012","NV",2012-05-24,166,2,3.5,4.30269876002918,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
14087,"2012","NV",2012-06-10,149,6,3.77777777777778,4.53925977170529,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
14389,"2012","NV",2012-07-17,112,4,3.8,4.45121545121545,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
14387,"2012","NV",2012-07-18,111,6,4,4.72607578676943,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
14462,"2012","NV",2012-07-24,105,5,4.08333333333333,4.83908045977012,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
14725,"2012","NV",2012-08-21,77,2,3.92307692307692,4.16444174757282,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
14828,"2012","NV",2012-08-26,72,3,3.85714285714286,3.94596199524941,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15155,"2012","NV",2012-09-14,53,7,4.06666666666667,4.59339374451915,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15175,"2012","NV",2012-09-18,49,3,4,4.3299711815562,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15301,"2012","NV",2012-09-20,47,5,4.05882352941176,4.45550184816605,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15272,"2012","NV",2012-09-23,44,7,4.22222222222222,4.93681550126369,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15371,"2012","NV",2012-09-25,42,2,4.10526315789474,4.32001110185956,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15453,"2012","NV",2012-09-27,40,11,4.45,5.50123524567664,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15554,"2012","NV",2012-10-03,34,1,4.28571428571429,4.71525700299157,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15631,"2012","NV",2012-10-08,29,1,4.13636363636364,3.89125742039935,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15687,"2012","NV",2012-10-09,28,2,4.04347826086957,3.67541510444563,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15676,"2012","NV",2012-10-10,27,4,4.04166666666667,3.7027386333422,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15853,"2012","NV",2012-10-11,26,5,4.08,4.07129654079746,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15874,"2012","NV",2012-10-15,22,3,4.03846153846154,3.90627461275925,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15911,"2012","NV",2012-10-16,21,7,4.14814814814815,4.41436031331593,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
15958,"2012","NV",2012-10-17,20,8,4.28571428571429,5.10051948051948,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
16069,"2012","NV",2012-10-22,15,2,4.20689655172414,4.44346701164295,0.4,"D",6.68,"1","prob_weighted_rep",NA,NA,NA,0
